distance,cab_type,time_stamp,destination,source,price,surge_multiplier,id,product_id,name,date,month,hour,dayofweek,weekend,rush_hour,cab_freq,cab_type_mean
2.58,Lyft,1543452608123,Beacon Hill,South Station,32.5,1.0,a5f177b4-be8d-45bc-bd24-063153c9def3,lyft_luxsuv,Lux Black XL,2018-11-29 00:50:08.123,11,0,3,0,0,0.49561070770564647,16.91635687732342
2.58,Lyft,1543367182238,Beacon Hill,South Station,10.5,1.0,e110fb51-e208-49b2-903d-b9f1ae36dafd,lyft,Lyft,2018-11-28 01:06:22.238,11,1,2,0,0,0.49561070770564647,16.91635687732342
2.58,Lyft,1543294102714,Beacon Hill,South Station,13.5,1.0,e3470106-806f-4c95-a8ef-247ed2b3abdc,lyft_plus,Lyft XL,2018-11-27 04:48:22.714,11,4,1,0,0,0.49561070770564647,16.91635687732342
2.75,Lyft,1543765677559,Theatre District,Fenway,32.5,1.0,51c6610b-440d-4c6c-b800-5c9b2aaea7e4,lyft_luxsuv,Lux Black XL,2018-12-02 15:47:57.559,12,15,6,1,0,0.49561070770564647,16.91635687732342
2.75,Lyft,1544907313870,Theatre District,Fenway,27.5,1.0,5c269e3c-ee33-4ff3-b231-7246c63c1906,lyft_lux,Lux Black,2018-12-15 20:55:13.870,12,20,5,1,0,0.49561070770564647,16.91635687732342
2.75,Lyft,1543482781354,Theatre District,Fenway,7.0,1.0,6e39df93-15af-4453-89e7-02e0cb757783,lyft_line,Shared,2018-11-29 09:13:01.354,11,9,3,0,1,0.49561070770564647,16.91635687732342
2.75,Lyft,1543279334120,Theatre District,Fenway,19.5,1.0,b40b61f2-370b-4396-998d-c3362ddea4a8,lyft_premier,Lux,2018-11-27 00:42:14.120,11,0,1,0,0,0.49561070770564647,16.91635687732342
2.75,Lyft,1543315341968,Theatre District,Fenway,16.5,1.0,cd9f691e-b7ec-4bd0-893c-a86d968fbae6,lyft_plus,Lyft XL,2018-11-27 10:42:21.968,11,10,1,0,0,0.49561070770564647,16.91635687732342
2.75,Lyft,1545024307365,Theatre District,Fenway,10.5,1.0,fee2cffd-6225-49af-b039-d5aa071305e9,lyft,Lyft,2018-12-17 05:25:07.365,12,5,0,0,0,0.49561070770564647,16.91635687732342
0.56,Lyft,1544898005522,Financial District,South Station,11.0,1.0,41cf5708-6543-49a2-8127-b949784b6274,lyft_premier,Lux,2018-12-15 18:20:05.522,12,18,5,1,0,0.49561070770564647,16.91635687732342
0.56,Lyft,1543720683155,Financial District,South Station,26.0,1.0,58dcf99b-b123-4229-a4a9-94b285318ba8,lyft_luxsuv,Lux Black XL,2018-12-02 03:18:03.155,12,3,6,1,0,0.49561070770564647,16.91635687732342
0.56,Lyft,1543543078836,Financial District,South Station,3.5,1.0,78d361d6-49b9-4a5f-8bfb-3c57b89fd100,lyft_line,Shared,2018-11-30 01:57:58.836,11,1,4,0,0,0.49561070770564647,16.91635687732342
0.56,Lyft,1543512481594,Financial District,South Station,7.0,1.0,8e090fcf-2412-4685-8079-3cf62d16b7d7,lyft,Lyft,2018-11-29 17:28:01.594,11,17,3,0,1,0.49561070770564647,16.91635687732342
0.56,Lyft,1543364303432,Financial District,South Station,9.0,1.0,98ed5564-a591-4ed8-853d-21ac078c5f1b,lyft_plus,Lyft XL,2018-11-28 00:18:23.432,11,0,2,0,0,0.49561070770564647,16.91635687732342
0.56,Lyft,1543301843299,Financial District,South Station,16.5,1.0,c536cf93-12b8-49a8-8595-21c71c8e4590,lyft_lux,Lux Black,2018-11-27 06:57:23.299,11,6,1,0,1,0.49561070770564647,16.91635687732342
4.61,Lyft,1545110406642,Financial District,Boston University,22.5,1.0,111a677f-b39d-45e3-bfa1-e280be04f48c,lyft_plus,Lyft XL,2018-12-18 05:20:06.642,12,5,1,0,0,0.49561070770564647,16.91635687732342
4.61,Lyft,1544926812983,Financial District,Boston University,27.5,1.0,57edce2f-2180-44c9-833b-6a769d6c2908,lyft_premier,Lux,2018-12-16 02:20:12.983,12,2,6,1,0,0.49561070770564647,16.91635687732342
4.61,Lyft,1545153007457,Financial District,Boston University,45.5,1.0,8ff98034-7743-4e91-9b95-686d71a3fa23,lyft_luxsuv,Lux Black XL,2018-12-18 17:10:07.457,12,17,1,0,1,0.49561070770564647,16.91635687732342
4.61,Lyft,1544942414395,Financial District,Boston University,32.5,1.0,bc68ba63-5ebf-4868-b5ef-082bbddf74cc,lyft_lux,Lux Black,2018-12-16 06:40:14.395,12,6,6,1,0,0.49561070770564647,16.91635687732342
4.61,Lyft,1543293743588,Financial District,Boston University,10.5,1.0,d3e2cc82-4d15-43b2-b9f7-5ebf7bfcd001,lyft_line,Shared,2018-11-27 04:42:23.588,11,4,1,0,0,0.49561070770564647,16.91635687732342
4.61,Lyft,1543454618986,Financial District,Boston University,13.5,1.0,f34b4cb6-5129-4e2c-b8b3-9f4839701e71,lyft,Lyft,2018-11-29 01:23:38.986,11,1,3,0,0,0.49561070770564647,16.91635687732342
2.98,Uber,1544972408031,Theatre District,Boston University,10.5,1.0,21db90d7-cbf8-4f00-9fc0-ad17a8e6684c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-12-16 15:00:08.031,12,15,6,1,0,0.5043892922943535,15.743446497636441
2.98,Uber,1545121210138,Theatre District,Boston University,8.0,1.0,2eb5b495-47ca-4976-9392-023338eb22bb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-12-18 08:20:10.138,12,8,1,0,1,0.5043892922943535,15.743446497636441
2.98,Uber,1545153003978,Theatre District,Boston University,10.5,1.0,75197f3a-863a-4083-bae1-189316a022f9,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-12-18 17:10:03.978,12,17,1,0,1,0.5043892922943535,15.743446497636441
2.98,Uber,1543304362355,Theatre District,Boston University,24.0,1.0,909ea81e-2178-47fe-a1ad-7f168fbf3331,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-27 07:39:22.355,11,7,1,0,1,0.5043892922943535,15.743446497636441
2.98,Uber,1543537383383,Theatre District,Boston University,32.5,1.0,c205c034-c3d4-4e3f-87ed-8d9a13fcb87c,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-30 00:23:03.383,11,0,4,0,0,0.5043892922943535,15.743446497636441
2.98,Uber,1545038103439,Theatre District,Boston University,16.5,1.0,cd770034-5b2f-4d78-b8e4-ccf8a0faa5db,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-17 09:15:03.439,12,9,0,0,1,0.5043892922943535,15.743446497636441
2.37,Lyft,1543458860831,Boston University,Beacon Hill,26.0,2.0,2aef6f87-d7a9-4ae4-8664-176a6c217f5a,lyft_plus,Lyft XL,2018-11-29 02:34:20.831,11,2,3,0,0,0.49561070770564647,16.91635687732342
2.37,Lyft,1545078017000,Boston University,Beacon Hill,16.5,2.0,305e11b8-690e-4655-a11b-52963ca8a4e2,lyft,Lyft,2018-12-17 20:20:17.000,12,20,0,0,0,0.49561070770564647,16.91635687732342
2.37,Lyft,1543715882532,Boston University,Beacon Hill,30.0,2.0,4caf1b86-76c4-4394-9e19-822d49d383b8,lyft_premier,Lux,2018-12-02 01:58:02.532,12,1,6,1,0,0.49561070770564647,16.91635687732342
2.37,Lyft,1543422907857,Boston University,Beacon Hill,42.5,2.0,5fbe528b-3f3f-43c7-9364-4aa030326b36,lyft_lux,Lux Black,2018-11-28 16:35:07.857,11,16,2,0,1,0.49561070770564647,16.91635687732342
2.37,Lyft,1545155709781,Boston University,Beacon Hill,57.5,2.0,d6723282-8dc1-4069-a302-94b46858ffa1,lyft_luxsuv,Lux Black XL,2018-12-18 17:55:09.781,12,17,1,0,1,0.49561070770564647,16.91635687732342
2.37,Lyft,1545111610463,Boston University,Beacon Hill,11.0,1.0,fbd709cf-5019-44e8-9f1d-1adc9da29e94,lyft_line,Shared,2018-12-18 05:40:10.463,12,5,1,0,0,0.49561070770564647,16.91635687732342
1.36,Lyft,1543540677624,Haymarket Square,Beacon Hill,13.5,1.0,139f6898-f0b6-4375-b02e-9464dc2ef106,lyft_premier,Lux,2018-11-30 01:17:57.624,11,1,4,0,0,0.49561070770564647,16.91635687732342
1.36,Lyft,1543359262626,Haymarket Square,Beacon Hill,3.5,1.0,3486c89b-05ea-4146-88b1-d355cd15fd7b,lyft_line,Shared,2018-11-27 22:54:22.626,11,22,1,0,0,0.49561070770564647,16.91635687732342
1.36,Lyft,1543418227901,Haymarket Square,Beacon Hill,11.0,1.0,3fec0102-f244-4279-982f-ffb75d994936,lyft_plus,Lyft XL,2018-11-28 15:17:07.901,11,15,2,0,1,0.49561070770564647,16.91635687732342
1.36,Lyft,1545006614763,Haymarket Square,Beacon Hill,7.0,1.0,50d3b47c-1a84-4746-8f30-c993e44dc066,lyft,Lyft,2018-12-17 00:30:14.763,12,0,0,0,0,0.49561070770564647,16.91635687732342
1.36,Lyft,1543275014600,Haymarket Square,Beacon Hill,26.0,1.0,7ce73621-2073-4cd6-9ac2-c90d48417faa,lyft_luxsuv,Lux Black XL,2018-11-26 23:30:14.600,11,23,0,0,0,0.49561070770564647,16.91635687732342
1.36,Lyft,1544682910009,Haymarket Square,Beacon Hill,16.5,1.0,f9f10836-c99a-46f3-8d67-7908b805f662,lyft_lux,Lux Black,2018-12-13 06:35:10.009,12,6,3,0,1,0.49561070770564647,16.91635687732342
3.21,Lyft,1543623178583,Fenway,North Station,11.0,1.0,068ff4bb-8af7-42c1-aebb-c4b07c6c956d,lyft,Lyft,2018-12-01 00:12:58.583,12,0,5,1,0,0.49561070770564647,16.91635687732342
3.21,Lyft,1543425386389,Fenway,North Station,16.5,1.0,132c7abe-ffcd-485c-bc26-54d15b48e473,lyft_plus,Lyft XL,2018-11-28 17:16:26.389,11,17,2,0,1,0.49561070770564647,16.91635687732342
3.21,Lyft,1544706013869,Fenway,North Station,26.0,1.0,7ad0e0f3-66a9-48cc-bf5c-feefcfbf414a,lyft_lux,Lux Black,2018-12-13 13:00:13.869,12,13,3,0,0,0.49561070770564647,16.91635687732342
3.21,Lyft,1544940606567,Fenway,North Station,7.0,1.0,b7a60833-f51f-468b-881e-cdaaa8bb4a93,lyft_line,Shared,2018-12-16 06:10:06.567,12,6,6,1,0,0.49561070770564647,16.91635687732342
3.21,Lyft,1543483381791,Fenway,North Station,19.5,1.0,e4ba5eeb-93cf-4416-9b48-ec71494022af,lyft_premier,Lux,2018-11-29 09:23:01.791,11,9,3,0,1,0.49561070770564647,16.91635687732342
3.17,Lyft,1543424347846,Fenway,North Station,10.5,1.0,17c5e23d-1e32-4e7d-8abb-0c4059118b4c,lyft,Lyft,2018-11-28 16:59:07.846,11,16,2,0,1,0.49561070770564647,16.91635687732342
3.17,Lyft,1543358545535,Fenway,North Station,7.0,1.0,61fb84fe-47c4-40ad-84d0-f7b5a4bb8f32,lyft_line,Shared,2018-11-27 22:42:25.535,11,22,1,0,0,0.49561070770564647,16.91635687732342
3.17,Lyft,1544930412430,Fenway,North Station,32.5,1.0,7652badf-3952-4bc0-be73-67827d7035a4,lyft_luxsuv,Lux Black XL,2018-12-16 03:20:12.430,12,3,6,1,0,0.49561070770564647,16.91635687732342
3.17,Lyft,1543252090151,Fenway,North Station,16.5,1.0,9c9cfa11-41a1-4c93-a6d7-ccf887221365,lyft_plus,Lyft XL,2018-11-26 17:08:10.151,11,17,0,0,1,0.49561070770564647,16.91635687732342
3.17,Lyft,1543893780850,Fenway,North Station,22.5,1.0,c9303dff-7c3d-4652-a47d-c36ff7457ec1,lyft_premier,Lux,2018-12-04 03:23:00.850,12,3,1,0,0,0.49561070770564647,16.91635687732342
3.17,Lyft,1544704804003,Fenway,North Station,27.5,1.0,f5726504-0899-4053-99ee-917543d0324d,lyft_lux,Lux Black,2018-12-13 12:40:04.003,12,12,3,0,0,0.49561070770564647,16.91635687732342
2.62,Uber,1545142509062,Boston University,Theatre District,28.5,1.0,07eae35b-7e7b-42b3-bc5e-3725ab389af4,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-12-18 14:15:09.062,12,14,1,0,0,0.5043892922943535,15.743446497636441
2.62,Uber,1543280961858,Boston University,Theatre District,10.5,1.0,3ea49902-193f-4c84-b027-f368067c5e5c,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-27 01:09:21.858,11,1,1,0,0,0.5043892922943535,15.743446497636441
2.62,Uber,1545127210145,Boston University,Theatre District,37.5,1.0,8478c6a6-2868-4a37-99f7-99d37d16d479,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-18 10:00:10.145,12,10,1,0,0,0.5043892922943535,15.743446497636441
2.62,Uber,1543338022149,Boston University,Theatre District,17.0,1.0,916d91d9-fb4a-4f93-ba99-319dc278d00c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-27 17:00:22.149,11,17,1,0,1,0.5043892922943535,15.743446497636441
2.62,Uber,1543475882059,Boston University,Theatre District,8.5,1.0,b0190eab-c81e-4576-9533-77f275cc9e90,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-29 07:18:02.059,11,7,3,0,1,0.5043892922943535,15.743446497636441
2.62,Uber,1543281322444,Boston University,Theatre District,10.5,1.0,d882889a-6b68-411b-9b20-5166aeb5bcb3,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-11-27 01:15:22.444,11,1,1,0,0,0.5043892922943535,15.743446497636441
2.27,Uber,1543498382959,Boston University,Beacon Hill,20.5,1.0,03c5a228-01a1-4751-892a-5e9971e76d75,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-29 13:33:02.959,11,13,3,0,0,0.5043892922943535,15.743446497636441
2.27,Uber,1543268650082,Boston University,Beacon Hill,8.5,1.0,17986dbc-499b-4d7e-ae14-17ed52871feb,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-26 21:44:10.082,11,21,0,0,0,0.5043892922943535,15.743446497636441
2.27,Uber,1544714709525,Boston University,Beacon Hill,10.5,1.0,42c3d062-a8d2-4a46-943d-e711efdc7472,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-12-13 15:25:09.525,12,15,3,0,1,0.5043892922943535,15.743446497636441
2.27,Uber,1544682909221,Boston University,Beacon Hill,15.0,1.0,5e4d5785-010e-4c52-a272-02e02b53b33c,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-12-13 06:35:09.221,12,6,3,0,1,0.5043892922943535,15.743446497636441
2.27,Uber,1543603981197,Boston University,Beacon Hill,29.5,1.0,a66e6c28-8c89-4402-a00b-3d3ac03a19df,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-30 18:53:01.197,11,18,4,0,1,0.5043892922943535,15.743446497636441
2.27,Uber,1544696412421,Boston University,Beacon Hill,10.5,1.0,f93b2b2b-7e47-492a-8f4e-c61190a32b2d,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-12-13 10:20:12.421,12,10,3,0,0,0.5043892922943535,15.743446497636441
1.25,Uber,1543406484135,Haymarket Square,Financial District,6.5,1.0,509fc328-206a-4eeb-b21a-9ef3ba15bb88,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-28 12:01:24.135,11,12,2,0,0,0.5043892922943535,15.743446497636441
1.25,Uber,1544807105208,Haymarket Square,Financial District,27.5,1.0,534f0891-df46-427c-a8d4-d52d9c1e0f9a,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-12-14 17:05:05.208,12,17,4,0,1,0.5043892922943535,15.743446497636441
1.25,Uber,1543768086455,Haymarket Square,Financial District,8.0,1.0,5744ff61-d6cd-465c-9e78-43ceb48a1a37,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-12-02 16:28:06.455,12,16,6,1,0,0.5043892922943535,15.743446497636441
1.25,Uber,1545156912844,Haymarket Square,Financial District,15.0,1.0,72347a4f-aaaa-4053-96f4-ae913805c3f0,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-12-18 18:15:12.844,12,18,1,0,1,0.5043892922943535,15.743446497636441
1.25,Uber,1543858680585,Haymarket Square,Financial District,8.0,1.0,c4f52685-a172-451b-aef3-d221f1591808,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-12-03 17:38:00.585,12,17,0,0,1,0.5043892922943535,15.743446497636441
1.25,Uber,1543506782304,Haymarket Square,Financial District,11.5,1.0,f2a1999c-0bc9-4eb0-a6a9-f4dc501dcbe8,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-29 15:53:02.304,11,15,3,0,1,0.5043892922943535,15.743446497636441
2.09,Lyft,1543771985076,West End,South Station,22.5,1.0,233320a4-f9c4-47a1-99eb-d9943bfd6ab7,lyft_lux,Lux Black,2018-12-02 17:33:05.076,12,17,6,1,0,0.49561070770564647,16.91635687732342
2.09,Lyft,1543535886595,West End,South Station,7.0,1.0,262aeeeb-9922-474e-a41b-d23f91c26855,lyft_line,Shared,2018-11-29 23:58:06.595,11,23,3,0,0,0.49561070770564647,16.91635687732342
2.09,Lyft,1544679014497,West End,South Station,16.5,1.0,61f19a2e-eba4-41ad-84c9-74d77b9c741b,lyft_premier,Lux,2018-12-13 05:30:14.497,12,5,3,0,0,0.49561070770564647,16.91635687732342
2.09,Lyft,1543300222480,West End,South Station,27.5,1.0,9cdcc6d8-14e5-4a75-923e-30d1f2f54879,lyft_luxsuv,Lux Black XL,2018-11-27 06:30:22.480,11,6,1,0,1,0.49561070770564647,16.91635687732342
2.09,Lyft,1543467299999,West End,South Station,13.5,1.0,b5be223b-a8b1-4424-a57c-5ef3ce5f0aea,lyft_plus,Lyft XL,2018-11-29 04:54:59.999,11,4,3,0,0,0.49561070770564647,16.91635687732342
2.09,Lyft,1545036905043,West End,South Station,9.0,1.0,bed09c45-2d82-4955-aee3-7e7290c0dedb,lyft,Lyft,2018-12-17 08:55:05.043,12,8,0,0,1,0.49561070770564647,16.91635687732342
2.37,Lyft,1543792082596,Beacon Hill,Fenway,7.0,1.0,04aaef45-f48b-4c84-beec-285fd3a51b8a,lyft_line,Shared,2018-12-02 23:08:02.596,12,23,6,1,0,0.49561070770564647,16.91635687732342
2.37,Lyft,1543891984543,Beacon Hill,Fenway,22.5,1.0,107fcf69-8626-4b8b-89ce-1985f7162d06,lyft_lux,Lux Black,2018-12-04 02:53:04.543,12,2,1,0,0,0.49561070770564647,16.91635687732342
2.37,Lyft,1543433888217,Beacon Hill,Fenway,32.5,1.0,2e9cd52d-f9fd-4dc1-96b5-ce8a752ce5a1,lyft_luxsuv,Lux Black XL,2018-11-28 19:38:08.217,11,19,2,0,0,0.49561070770564647,16.91635687732342
2.37,Lyft,1543894976741,Beacon Hill,Fenway,10.5,1.0,32f93e5e-fa26-42da-bdab-d4629507a6b3,lyft,Lyft,2018-12-04 03:42:56.741,12,3,1,0,0,0.49561070770564647,16.91635687732342
2.37,Lyft,1543419848279,Beacon Hill,Fenway,16.5,1.0,366dff15-1066-43f4-bc18-8000124ff61b,lyft_plus,Lyft XL,2018-11-28 15:44:08.279,11,15,2,0,1,0.49561070770564647,16.91635687732342
2.37,Lyft,1544699409742,Beacon Hill,Fenway,19.5,1.0,9d6e2c1a-0be8-485f-a610-e6f6dfd65d76,lyft_premier,Lux,2018-12-13 11:10:09.742,12,11,3,0,0,0.49561070770564647,16.91635687732342
2.85,Lyft,1544803809749,Back Bay,North End,9.0,1.0,78b09f11-3936-4463-ad88-61c6534fe9cd,lyft_line,Shared,2018-12-14 16:10:09.749,12,16,4,0,1,0.49561070770564647,16.91635687732342
0.86,Lyft,1543451621704,Haymarket Square,West End,27.5,1.0,4378c3aa-3eb7-4b91-b51a-f0662c10ef1e,lyft_luxsuv,Lux Black XL,2018-11-29 00:33:41.704,11,0,3,0,0,0.49561070770564647,16.91635687732342
0.86,Lyft,1544847610767,Haymarket Square,West End,16.5,1.0,91f265a7-d950-45b5-b3ad-3d9f93feae5a,lyft_lux,Lux Black,2018-12-15 04:20:10.767,12,4,5,1,0,0.49561070770564647,16.91635687732342
2.39,Lyft,1543813083233,Beacon Hill,Fenway,22.5,1.0,093d5c53-273f-4879-b2db-02daeebfe783,lyft_lux,Lux Black,2018-12-03 04:58:03.233,12,4,0,0,0,0.49561070770564647,16.91635687732342
2.39,Lyft,1543698181031,Beacon Hill,Fenway,16.5,1.0,311ae8c6-22b9-4315-881d-4214eabe417d,lyft_plus,Lyft XL,2018-12-01 21:03:01.031,12,21,5,1,0,0.49561070770564647,16.91635687732342
2.39,Lyft,1544906412272,Beacon Hill,Fenway,16.5,1.0,32f4824c-802d-40f1-9370-60a192a85e97,lyft_premier,Lux,2018-12-15 20:40:12.272,12,20,5,1,0,0.49561070770564647,16.91635687732342
2.39,Lyft,1543621981251,Beacon Hill,Fenway,7.0,1.0,6a9273ab-9254-477f-a606-22b8ea505715,lyft_line,Shared,2018-11-30 23:53:01.251,11,23,4,0,0,0.49561070770564647,16.91635687732342
2.39,Lyft,1545114606805,Beacon Hill,Fenway,30.0,1.0,bf9f5b2a-84cf-4396-8ddb-178e47be0d41,lyft_luxsuv,Lux Black XL,2018-12-18 06:30:06.805,12,6,1,0,1,0.49561070770564647,16.91635687732342
2.39,Lyft,1543418227873,Beacon Hill,Fenway,9.0,1.0,dc48f3f8-6031-429f-92fe-db0c3daac66c,lyft,Lyft,2018-11-28 15:17:07.873,11,15,2,0,1,0.49561070770564647,16.91635687732342
0.72,Uber,1543876682598,Haymarket Square,West End,7.0,1.0,77963183-cc6f-4f48-ab6c-cc5039f9802b,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-12-03 22:38:02.598,12,22,0,0,0,0.5043892922943535,15.743446497636441
2.1,Lyft,1543810985018,North End,Beacon Hill,30.0,1.0,03c4d65b-260b-46a8-93d3-d0fb1a80f6dd,lyft_luxsuv,Lux Black XL,2018-12-03 04:23:05.018,12,4,0,0,0,0.49561070770564647,16.91635687732342
2.1,Lyft,1544673306662,North End,Beacon Hill,7.0,1.0,092fd559-1ec7-498e-a94c-338fee0633e5,lyft_line,Shared,2018-12-13 03:55:06.662,12,3,3,0,0,0.49561070770564647,16.91635687732342
2.1,Lyft,1543519378512,North End,Beacon Hill,22.5,1.0,5e2687b0-f685-46d6-970f-49c93b1838e7,lyft_lux,Lux Black,2018-11-29 19:22:58.512,11,19,3,0,0,0.49561070770564647,16.91635687732342
2.1,Lyft,1543353502336,North End,Beacon Hill,9.0,1.0,89481a12-298c-4efa-ae0c-796ba6ac6ff8,lyft,Lyft,2018-11-27 21:18:22.336,11,21,1,0,0,0.49561070770564647,16.91635687732342
2.1,Lyft,1545125405219,North End,Beacon Hill,13.5,1.0,a79a851d-554f-4357-a8a1-553681ac073f,lyft_plus,Lyft XL,2018-12-18 09:30:05.219,12,9,1,0,1,0.49561070770564647,16.91635687732342
2.1,Lyft,1543618990749,North End,Beacon Hill,16.5,1.0,b8b724df-1ff0-4a1a-821e-664c0ab581ea,lyft_premier,Lux,2018-11-30 23:03:10.749,11,23,4,0,0,0.49561070770564647,16.91635687732342
1.25,Lyft,1543673882640,Theatre District,Haymarket Square,10.5,1.0,254e369c-ff43-4b4c-acb7-dcca005a1246,lyft_plus,Lyft XL,2018-12-01 14:18:02.640,12,14,5,1,0,0.49561070770564647,16.91635687732342
1.25,Lyft,1543783382046,Theatre District,Haymarket Square,7.0,1.0,63837cfe-579b-4fee-bfa9-bca76da90174,lyft,Lyft,2018-12-02 20:43:02.046,12,20,6,1,0,0.49561070770564647,16.91635687732342
1.25,Lyft,1543665480700,Theatre District,Haymarket Square,27.5,1.0,7e06b3e4-8c46-4d41-b584-928cc06c7747,lyft_luxsuv,Lux Black XL,2018-12-01 11:58:00.700,12,11,5,1,0,0.49561070770564647,16.91635687732342
1.25,Lyft,1543348462183,Theatre District,Haymarket Square,3.0,1.0,8220a380-a083-439d-9273-09cfaaacf644,lyft_line,Shared,2018-11-27 19:54:22.183,11,19,1,0,0,0.49561070770564647,16.91635687732342
1.25,Lyft,1543587783485,Theatre District,Haymarket Square,16.5,1.0,bf1164b3-6a50-4d39-8de2-ea8fa9375c2f,lyft_lux,Lux Black,2018-11-30 14:23:03.485,11,14,4,0,0,0.49561070770564647,16.91635687732342
1.25,Lyft,1545155708495,Theatre District,Haymarket Square,13.5,1.0,f29c1b9c-9d06-4cdd-b877-d98876b40802,lyft_premier,Lux,2018-12-18 17:55:08.495,12,17,1,0,1,0.49561070770564647,16.91635687732342
1.41,Lyft,1545120911654,Beacon Hill,Haymarket Square,7.0,1.0,158ff7d2-d290-43ca-9ef4-db024b51b968,lyft,Lyft,2018-12-18 08:15:11.654,12,8,1,0,1,0.49561070770564647,16.91635687732342
1.41,Lyft,1545120613573,Beacon Hill,Haymarket Square,3.5,1.0,9f3eef7a-9950-4884-ae1c-cc90013448e8,lyft_line,Shared,2018-12-18 08:10:13.573,12,8,1,0,1,0.49561070770564647,16.91635687732342
1.41,Lyft,1543284562126,Beacon Hill,Haymarket Square,16.5,1.0,a21143b9-4791-4c16-80a9-0fd7239ca5d9,lyft_lux,Lux Black,2018-11-27 02:09:22.126,11,2,1,0,0,0.49561070770564647,16.91635687732342
1.41,Lyft,1543794478520,Beacon Hill,Haymarket Square,13.5,1.0,a53a0b49-6868-4fbf-9863-82dbbf067c1e,lyft_premier,Lux,2018-12-02 23:47:58.520,12,23,6,1,0,0.49561070770564647,16.91635687732342
1.41,Lyft,1543748582738,Beacon Hill,Haymarket Square,26.0,1.0,cf54a43e-882e-4d0c-a000-ff66ff7ffddc,lyft_luxsuv,Lux Black XL,2018-12-02 11:03:02.738,12,11,6,1,0,0.49561070770564647,16.91635687732342
1.41,Lyft,1543419128686,Beacon Hill,Haymarket Square,11.0,1.0,ea07503e-312b-4ad3-8d2e-35a2c676015b,lyft_plus,Lyft XL,2018-11-28 15:32:08.686,11,15,2,0,1,0.49561070770564647,16.91635687732342
3.08,Uber,1543399296326,Northeastern University,West End,31.5,1.0,6178f333-35b6-4dbe-8587-acdf573309d4,6d318bcc-22a3-4af6-bddd-b409bfce1546,Black SUV,2018-11-28 10:01:36.326,11,10,2,0,0,0.5043892922943535,15.743446497636441
3.08,Uber,1543443427975,Northeastern University,West End,18.5,1.0,645d3299-1f8c-4610-9748-6aeb81dcdc7d,6f72dfc5-27f1-42e8-84db-ccc7a75f6969,UberXL,2018-11-28 22:17:07.975,11,22,2,0,0,0.5043892922943535,15.743446497636441
3.08,Uber,1543313004000,Northeastern University,West End,9.0,1.0,68f338ab-dc43-4035-a6fd-28d9d302e25f,997acbb5-e102-41e1-b155-9df7de0a73f2,UberPool,2018-11-27 10:03:24.000,11,10,1,0,0,0.5043892922943535,15.743446497636441
3.08,Uber,1543599785520,Northeastern University,West End,24.0,1.0,7f88da5e-6d22-4d0e-a312-70f2c1086f5a,6c84fd89-3f11-4782-9b50-97c468b19529,Black,2018-11-30 17:43:05.520,11,17,4,0,1,0.5043892922943535,15.743446497636441
3.08,Uber,1543436408138,Northeastern University,West End,11.5,1.0,855aff3a-c7d9-4bad-bf63-7955a45866d0,9a0e7b09-b92b-4c41-9779-2ad22b4d779d,WAV,2018-11-28 20:20:08.138,11,20,2,0,0,0.5043892922943535,15.743446497636441
3.08,Uber,1545115807551,Northeastern University,West End,11.5,1.0,ac6442df-845e-4d09-ba19-daf848c526ae,55c66225-fbe7-4fd5-9072-eab1ece5e23e,UberX,2018-12-18 06:50:07.551,12,6,1,0,1,0.5043892922943535,15.743446497636441
